unique_number,id_no,category,name_en,short_description_en,justification_en,date_inscribed,endangered,longitude,latitude,area_hectares,region_en,states_name_en,undp_code
1213,1039,Cultural,Yungang Grottoes,"<p>The Yungang Grottoes, in Datong city, Shanxi Province, with their 252 caves and 51,000 statues, represent the outstanding achievement of Buddhist cave art in China in the 5th and 6th centuries. The Five Caves created by Tan Yao, with their strict unity of layout and design, constitute a classical masterpiece of the first peak of Chinese Buddhist art.</p>","<p>Criterion (i): The assemblage of statuary of the Yungang Grottoes is a masterpiece of early Chinese Buddhist cave art.</p>
<p>Criterion (ii): The Yungang cave art represent the successful fusion of Buddhist religious symbolic art from south and central Asia with Chinese cultural traditions, starting in the 5th century CE under Imperial auspices.</p>
<p>Criterion (iii): The power and endurance of Buddhist belief in China are vividly illustrated by the Yungang grottoes.</p>
<p>Criterion (iv): The Buddhist tradition of religious cave art achieved its first major impact at Yungang, where it developed its own distinct character and artistic power.</p>",2001,0,113.12222,40.10972,348.75,Asia and the Pacific,China,chn
1731,1083,Natural,Three Parallel Rivers of Yunnan Protected Areas,"<p>Consisting of eight geographical clusters of protected areas within the boundaries of the Three Parallel Rivers National Park, in the mountainous north-west of Yunnan Province, the 1.7 million hectare site features sections of the upper reaches of three of the great rivers of Asia: the Yangtze (Jinsha), Mekong and Salween run roughly parallel, north to south, through steep gorges which, in places, are 3,000 m deep and are bordered by glaciated peaks more than 6,000 m high. The site is an epicentre of Chinese biodiversity. It is also one of the richest temperate regions of the world in terms of biodiversity.</p>","<p>Criterion (vii): Superlative natural phenomena or natural beauty and aesthetic importance The deep, parallel gorges of the Jinsha, Lancang and Nu Jiang are the outstanding natural feature of the site; while large sections of the three rivers lie just outside the site boundaries, the river gorges are nevertheless the dominant scenic element in the area. High mountains are everywhere, with the glaciated peaks of the Meili, Baima and Haba Snow Mountains providing a spectacular scenic skyline. The Mingyongqia Glacier is a notable natural phemonenon, descending to 2700 m altitude from Mt Kawagebo (6740 m), and is claimed to be the gla cier descending to the lowest altitude for such a low latitude (28Â° N) in the northern hemisphere. Other outstanding scenic landforms are the alpine karst (especially the 'stone moon' in the Moon Mountain Scenic Area above the Nu Jiang Gorge) and the 'tortoise shell' weathering of the alpine Danxia.</p>
<p>Criterion (viii): The property is of outstanding value for displaying the geological history of the last 50 million years associated with the collision of the Indian Plate with the Eurasian Plate, the closure of the ancient Tethys Sea, and the uplifting of the Himalaya Range and the Tibetan Plateau. These were major geological events in the evolution of the land surface of Asia and they are on-going. The diverse rock types within the site record this history and, in addition, the range of karst, granite monolith, and Danxia sandstone landforms in the alpine zone include some of the best of their type in the mountains of the world.</p>
<p>Â Criterion (ix): The dramatic expression of ecological processes in the Three Parallel Rivers site has resulted from a mix of geological, climatic and topographical effects. First, the location of the area within an active orographic belt has resulted in a wide range of rock substrates from igneous (four types) through to various sedimentary types including limestones, sandstones and conglomerates. An exceptional range of topographical features - from gorges to karst to glaciated peaks -- is associated with the site being at a â€œcollision pointâ€",2003,0,98.40638889,27.895,,Asia and the Pacific,China,chn
1289,1110,Cultural,Historic Centre of Macao,"<p>Macao, a lucrative port of strategic importance in the development of international trade, was under Portuguese administration from the mid-16th century until 1999, when it came under Chinese sovereignty. With its historic street, residential, religious and public Portuguese and Chinese buildings, the historic centre of Macao provides a unique testimony to the meeting of aesthetic, cultural, architectural and technological influences from East and West. The site also contains a fortress and a lighthouse, the oldest in China. It bears witness to one of the earliest and longest-lasting encounters between China and the West, based on the vibrancy of international trade.</p>","<p><em>Criterion (ii):</em> The strategic location of Macao on the Chinese territory, and the special relationship established between the Chinese and Portuguese authorities favoured an important interchange of human values in the various fields of culture, sciences, technology, art and architecture over several centuries.</p>
<p><em>Criterion (iii): </em> Macao bears a unique testimony to the first and longest-lasting encounter between the West and China. From the 16th to the 20th centuries, it was the focal point for traders and missionaries, and the different fields of learning. The impact of this encounter can be traced in the fusion of different cultures that characterise the historic core zone of Macao.</p>
<p><em>Criterion (iv): </em> Macao represents an outstanding example of an architectural ensemble that illustrates the development of the encounter between the Western and Chinese civilisations over some four and half centuries, represented in the historical route, with a series of urban spaces and architectural ensembles, that links the ancient Chinese port with the Portuguese city.</p>
<p><em>Criterion (vi): </em> Macao has been associated with the exchange of a variety of cultural, spiritual, scientific and technical influences between the Western and Chinese civilisations. These ideas directly motivated the introduction of crucial changes in China, ultimately ending the era of imperial feudal system and establishing the modern republic.</p>",2005,0,113.5364611111,22.1912919444,16.1678,Asia and the Pacific,China,chn
1877,1111,Cultural,Cultural Landscape of Honghe Hani Rice Terraces ,"<p>The Cultural Landscape of Honghe Hani Rice Terraces, China covers 16,603-hectares in Southern Yunnan. It is marked by spectacular terraces that cascade down the slopes of the towering Ailao Mountains to the banks of the Hong River. Over the past 1,300 years, the Hani people have developed a complex system of channels to bring water from the forested mountaintops to the terraces. They have also created an integrated farming system that involves buffalos, cattle, ducks, fish and eel and supports the production of red rice, the area&rsquo;s primary crop. The inhabitants worship the sun, moon, mountains, rivers, forests and other natural phenomena including fire. They live in 82 villages situated between the mountaintop forests and the terraces. The villages feature traditional thatched &ldquo;mushroom&rdquo; houses. The resilient land management system of the rice terraces demonstrates extraordinary harmony between people and their environment, both visually and ecologically, based on exceptional and long-standing social and religious structures.</p>",,2013,0,102.7799805556,23.0932777778,16603.22,Asia and the Pacific,China,chn
1459,1112,Cultural,Kaiping Diaolou and Villages,"<p>Kaiping Diaolou and Villages feature the Diaolou, multi-storeyed defensive village houses in Kaiping, which display a complex and flamboyant fusion of Chinese and Western structural and decorative forms. They reflect the significant role of émigré Kaiping people in the development of several countries in South Asia, Australasia and North America, during the late 19th and early 20th centuries. There are four groups of Diaolou and twenty of the most symbolic ones are inscribed on the List. These buildings take three forms: communal towers built by several families and used as temporary refuge, residential towers built by individual rich families and used as fortified residences, and watch towers. Built of stone, <em>pise</em> , brick or concrete, these buildings represent a complex and confident fusion between Chinese and Western architectural styles. Retaining a harmonious relationship with the surrounding landscape, the Diaolou testify to the final flowering of local building traditions that started in the Ming period in response to local banditry.</p>",,2007,0,112.5658611111,22.2855194444,371.948,Asia and the Pacific,China,chn
1505,1113,Cultural,Fujian <em>Tulou</em>,"<p>Fujian <em>Tulou</em> is a property of 46 buildings constructed between the 15th and 20th centuries over 120 km in south-west of Fujian province, inland from the Taiwan Strait. Set amongst rice, tea and tobacco fields the Tulou are earthen houses. Several storeys high, they are built along an inward-looking, circular or square floor plan as housing for up to 800 people each. They were built for defence purposes around a central open courtyard with only one entrance and windows to the outside only above the first floor. Housing a whole clan, the houses functioned as village units and were known as “a little kingdom for the family” or “bustling small city.” They feature tall fortified mud walls capped by tiled roofs with wide over-hanging eaves. The most elaborate structures date back to the 17th and 18th centuries. The buildings were divided vertically between families with each disposing of two or three rooms on each floor. In contrast with their plain exterior, the inside of the tulou were built for comfort and were often highly decorated. They are inscribed as exceptional examples of a building tradition and function exemplifying a particular type of communal living and defensive organization, and, in terms of their harmonious relationship with their environment, an outstanding example of human settlement.</p>",,2008,0,117.6858333333,25.0230555556,152.65,Asia and the Pacific,China,chn
1293,1114,Cultural,Yin Xu,"<p>The archaeological site of Yin Xu, close to Anyang City, some 500 km south of Beijing, is an ancient capital city of the late Shang Dynasty (1300 - 1046 BC). It testifies to the golden age of early Chinese culture, crafts and sciences, a time of great prosperity of the Chinese Bronze Age. A number of royal tombs and palaces, prototypes of later Chinese architecture, have been unearthed on the site, including the Palace and Royal Ancestral Shrines Area, with more than 80 house foundations, and the only tomb of a member of the royal family of the Shang Dynasty to have remained intact, the Tomb of Fu Hao. The large number and superb craftsmanship of the burial accessories found there bear testimony to the advanced level of Shang crafts industry. Inscriptions on oracle bones found in Yin Xu bear invaluable testimony to the development of one of the world’s oldest writing systems, ancient beliefs and social systems.</p>",,2006,0,114.3138888888,36.1266666666,414,Asia and the Pacific,China,chn
1315,1135,Cultural,Capital Cities and Tombs of the Ancient Koguryo Kingdom,"<p>The site includes archaeological remains of three cities and 40 tombs: Wunu Mountain City, Guonei City and Wandu Mountain City, 14 tombs are imperial, 26 of nobles. All belong to the Koguryo culture, named after the dynasty that ruled over parts of northern China and the northern half of the Korean Peninsula from 277 BC to AD 668. Wunu Mountain City is only partly excavated. Guonei City, within the modern city of Ji’an, played the role of a ‘supporting capital’ after the main Koguryo capital moved to Pyongyang. Wandu Mountain City, one of the capitals of the Koguryo Kingdom, contains many vestiges including a large palace and 37 tombs. Some of the tombs show great ingenuity in their elaborate ceilings, designed to roof wide spaces without columns and carry the heavy load of a stone or earth tumulus (mound), which was placed above them.</p>","<p><em>Criterion (i):</em> The tombs represent a masterpiece of the human creative genius in their wall paintings and structures.</p>
<p><em>Criterion (ii):</em> The Capital Cities of the Koguryo Kingdom are an early example of mountain cities, later imitated by neighbouring cultures. The tombs, particularly the important stele and a long inscription in one of the tombs, show the impact of Chinese culture on the Koguryo (who did not develop their own writing). The paintings in the tombs, while showing artistic skills and specific style, are also an example for strong impact from other cultures.</p>
<p><em>Criterion (iii):</em> The Capital Cities and Tombs of the Ancient Koguryo Kingdom represent exceptional testimony to the vanished Koguryo civilization.</p>
<p><em>Criterion (iv):</em> The system of capital cities represented by Guonei City and Wandu Mountain City also influenced the construction of later capitals built by the Koguryo regime; the Koguryo tombs provide outstanding examples of the evolution of piled-stone and earthen tomb construction.</p>
<p><em>Criterion (v):</em> The capital cities of the Koguryo Kingdom represent a perfect blending of human creation and nature whether with the rocks or with forests and rivers.</p>",2004,0,126.1872222,41.15694444,4164.8599,Asia and the Pacific,China,chn
1390,1213,Natural,"Sichuan Giant Panda Sanctuaries - Wolong, Mt Siguniang and Jiajin Mountains ","<p>Sichuan Giant Panda Sanctuaries, home to more than 30% of the world's pandas which are classed as highly endangered, covers 924,500 ha with seven nature reserves and nine scenic parks in the Qionglai and Jiajin Mountains. The sanctuaries constitute the largest remaining contiguous habitat of the giant panda, a relict from the paleo-tropic forests of the Tertiary Era. It is also the species' most important site for captive breeding. The sanctuaries are home to other globally endangered animals such as the red panda, the snow leopard and clouded leopard. They are among the botanically richest sites of any region in the world outside the tropical rainforests, with between 5,000 and 6,000 species of flora in over 1,000 genera.</p>",,2006,0,103,30.8333333333,924500,Asia and the Pacific,China,chn
1965,1248,Natural,South China Karst,"<p>South China Karst is one of the world’s most spectacular examples of humid tropical to subtropical karst landscapes. It is a serial site spread over the provinces of Guizhou, Guangxi, Yunnan and Chongqing and covers 97,125 hectares. It contains the most significant types of karst landforms, including tower karst, pinnacle karst and cone karst formations, along with other spectacular characteristics such as natural bridges, gorges and large cave systems. The stone forests of Shilin are considered superlative natural phenomena and a world reference. The cone and tower karsts of Libo, also considered the world reference site for these types of karst, form a distinctive and beautiful landscape. Wulong Karst has been inscribed for its giant dolines (sinkholes), natural bridges and caves.</p>",,2007,0,110.3544444444,24.9233333333,97125,Asia and the Pacific,China,chn
1587,1279,Cultural,Mount Wutai,"<p>With its five flat peaks, Mount Wutai is a sacred Buddhist mountain. The cultural landscape is home to forty-one monasteries and includes the East Main Hall of Foguang Temple, the highest surviving timber building of the Tang dynasty, with life-size clay sculptures. It also features the Ming dynasty Shuxiang Temple with a huge complex of 500 statues representing Buddhist stories woven into three-dimensional pictures of mountains and water. Overall, the buildings on the site catalogue the way in which Buddhist architecture developed and influenced palace building in China for over a millennium. Mount Wutai, literally, 'the five terrace mountain', is the highest in Northern China and is remarkable for its morphology of precipitous slopes with five open treeless peaks. Temples have been built on this site from the 1st century AD to the early 20th century.</p>",,2009,0,113.5633333333,39.0305555556,18415,Asia and the Pacific,China,chn
1523,1292,Natural,Mount Sanqingshan National Park,"<p>Mount Sanqingshan National Park, a 22,950 ha property located in the west of the Huyaiyu mountain range in the northeast of Jiangxi Province (in the east of central China) has been inscribed for its exceptional scenic quality, marked by the concentration of fantastically shaped pillars and peaks: 48 granite peaks and 89 granite pillars, many of which resemble human or animal silhouettes. The natural beauty of the 1,817 metre high Mount Huaiyu is further enhanced by the juxtaposition of granite features with the vegetation and particular meteorological conditions which make for an ever-changing and arresting landscape with bright halos on clouds and white rainbows. The area is subject to a combination of subtropical monsoonal and maritime influences and forms an island of temperate forest above the surrounding subtropical landscape. It also features forests and numerous waterfalls, some of them 60 metres in height, lakes and springs.</p>",,2008,0,118.0644444444,28.9158333333,22950,Asia and the Pacific,China,chn
1726,1305,Cultural,Historic Monuments of Dengfeng in “The Centre of Heaven and Earth”,"<p>Mount Songshang is considered to be the central sacred mountain of China. At the foot of this 1500 metre high mountain, close to the city of Dengfeng in Henan province and spread over a 40 square-kilometre circle, stand eight clusters of buildings and sites, including three Han Que gates - remains of the oldest religious edifices in China -, temples, the Zhougong Sundial Platform and the Dengfeng Observatory. Constructed over the course of nine dynasties, these buildings are reflections of different ways of perceiving the centre of heaven and earth and the power of the mountain as a centre for religious devotion. The historical monuments of Dengfeng include some of the best examples of ancient Chinese buildings devoted to ritual, science, technology and education.</p>",,2010,0,113.0677194444,34.4587472222,825,Asia and the Pacific,China,chn
1765,1334,Cultural,West Lake Cultural Landscape of Hangzhou,"<p>The West Lake Cultural Landscape of Hangzhou, comprising the West Lake and the hills surrounding its three sides, has inspired famous poets, scholars and artists since the 9th century. It comprises numerous temples, pagodas, pavilions, gardens and ornamental trees, as well as causeways and artificial islands. These additions have been made to improve the landscape west of the city of Hangzhou to the south of the Yangtze river.</p>
<p>The West Lake has influenced garden design in the rest of China as well as Japan and Korea over the centuries and bears an exceptional testimony to the cultural tradition of improving landscapes to create a series of vistas reflecting an idealised fusion between humans and nature.</p>
<p> </p>",,2011,0,120.1408333333,30.2375,3322.88,Asia and the Pacific,China,chn
1676,1335,Natural,China Danxia,"<p>China Danxia is the name given in China to landscapes developed on continental red terrigenous sedimentary beds influenced by endogenous forces (including uplift) and exogenous forces (including weathering and erosion). The inscribed site comprises six areas found in the sub-tropical zone of south-west China. They are characterized by spectacular red cliffs and a range of erosional landforms, including dramatic natural pillars, towers, ravines, valleys and waterfalls. These rugged landscapes have helped to conserve sub-tropical broad-leaved evergreen forests, and host many species of flora and fauna, about 400 of which are considered rare or threatened.</p>",,2010,0,106.0425,28.4219444444,82151,Asia and the Pacific,China,chn
1803,1388,Natural,Chengjiang Fossil Site,"<p>A hilly 512&nbsp;ha site in Yunnan province, Chengjiang&rsquo;s fossils present the most complete record of an early Cambrian marine community with exceptionally preserved biota, displaying the anatomy of hard and soft tissues in a very wide variety of organisms, invertebrate and vertebrate. They record the early establishment of a complex marine ecosystem. The site documents at least sixteen phyla and a variety of enigmatic groups as well as about 196 species, presenting exceptional testimony to the rapid diversification of life on Earth 530&nbsp;million years ago, when almost all of today&rsquo;s major animal groups emerged. It opens a palaeobiological window of great significance to scholarship.</p>",,2012,0,102.9772222222,24.6688888889,512,Asia and the Pacific,China,chn
1804,1389,Cultural,Site of Xanadu,"<p>North of the Great Wall, the Site of Xanadu encompasses the remains of Kublai Khan&rsquo;s legendary capital city, designed by the Mongol ruler&rsquo;s Chinese advisor Liu Bingzhdong in 1256. Over a surface area of 25,000&nbsp;ha, the site was a unique attempt to assimilate the nomadic Mongolian and Han Chinese cultures. From this base, Kublai Khan established the Yuan dynasty that ruled China over a century, extending its boundaries across Asia. The religious debate that took place here resulted in the dissemination of Tibetan Buddhism over north-east Asia, a cultural and religious tradition still practised in many areas today. The site was planned according to traditional Chinese <em>feng shui</em> in relation to the nearby mountains and river. It features the remains of the city, including temples, palaces, tombs, nomadic encampments and the Tiefan&rsquo;gang Canal, along with other waterworks.</p>",,2012,0,116.1851277778,42.358,25131.27,Asia and the Pacific,China,chn
1876,1414,Natural,Xinjiang Tianshan,"<p>Xinjiang Tianshan&nbsp;comprises four components&mdash;Tomur, Kalajun-Kuerdening, Bayinbukuke and Bogda&mdash; that total 606,833 hectares. They are part of the Tianshan mountain system of Central Asia, one of the largest mountain ranges in the world. Xinjiang Tianshan presents unique physical geographic features and scenically beautiful areas including spectacular snow and snowy mountains glacier-capped peaks, undisturbed forests and meadows, clear rivers and lakes and red bed canyons. These landscapes contrast with the vast adjacent desert landscapes, creating a striking visual contrast between hot and cold environments, dry and wet, desolate and luxuriant. The landforms and ecosystems of the site have been preserved since the Pliocene epoch and present an outstanding example of ongoing biological and ecological evolutionary processes. The site also extends into the Taklimakan Desert, one of the world&rsquo;s largest and highest deserts, known for its large dune forms and great dust storms. Xinjiang Tianshan is moreover an important habitat for endemic and relic flora species, some rare and endangered.</p>",,2013,0,80.3541666667,41.9683333333,606833,Asia and the Pacific,China,chn
2181,1443,Cultural,The Grand Canal,"<p>The Grand Canal is a vast waterway system in the north-eastern and central-eastern plains of China, running from Beijing in the north to Zhejiang province in the south. Constructed in sections from the 5th century BC onwards, it was conceived as a unified means of communication for the Empire for the first time in the 7th century AD (Sui dynasty). This led to a series of gigantic construction sites, creating the world’s largest and most extensive civil engineering project prior to the Industrial Revolution. It formed the backbone of the Empire’s inland communication system, transporting grain and strategic raw materials, and supplying rice to feed the population. By the 13th century it consisted of more than 2,000 km of artificial waterways, linking five of China’s main river basins. It has played an important role in ensuring the country’s economic prosperity and stability and is still in use today as a major means of communication.</p>",,2014,0,112.4683333333,34.6938888889,20819.11,Asia and the Pacific,China,chn
2035,1474,Cultural,Tusi Sites,"<p>Located in the mountainous areas of south-west China, this property encompasses remains of several tribal domains whose chiefs were appointed by the central government as ‘Tusi’, hereditary rulers from the 13<sup>th</sup> to the early 20<sup>th</sup>century. The Tusi system arose from the ethnic minorities’ dynastic systems of government dating back to the 3<sup>rd</sup> century BCE. Its purpose was to unify national administration, while allowing ethnic minorities to retain their customs and way of life. The sites of Laosicheng, Tangya and Hailongtun Fortress that make up the site bear exceptional testimony to this form of governance, which derived from the Chinese civilization of the Yuan and Ming periods.</p>",,2015,0,109.9669444444,28.9986111111,781.28,Asia and the Pacific,China,chn
2100,1508,Cultural,Zuojiang Huashan Rock Art Cultural Landscape,"<p>Located on the steep cliffs in the border regions of southwest China, these 38 sites of rock art illustrate the life and rituals of the Luoyue people. They date from the period around the 5th century BCE to the 2nd century CE. In a surrounding landscape of karst, rivers and plateaux, they depict ceremonies that have been interpreted as portraying the bronze drum culture once prevalent across southern China. This cultural landscape is the only remains of this culture today.</p>",,2016,0,107.0230555556,22.2555555556,6621.6,Asia and the Pacific,China,chn
2404,1509,Natural,Hubei Shennongjia,"<p>Located in Hubei Province, in central-eastern China, the site consists of two components: Shennongding/Badong to the west and Laojunshan to the east. It protects the largest primary forests remaining in Central China and provides habitat for many rare animal species, such as the Chinese Giant Salamander, the Golden or Sichuan Snub-nosed Monkey, the Clouded Leopard, Common Leopard and the Asian Black Bear. Hubei Shennongjia is one of three centres of biodiversity in China. The site features prominently in the history of botanical research and was the object of international plant collecting expeditions in the 19th and 20th centuries. </p>",,2016,0,110.2077777778,31.4697222222,79624,Asia and the Pacific,China,chn
2141,1540,Natural,Qinghai Hoh Xil,"<p style=""text-align: left;"">Qinghai Hoh Xil, located in the northeastern extremity of the Qinghai-Tibetan Plateau, is the largest and highest plateau in the world. This extensive area of alpine mountains and steppe systems is situated more than 4,500 m above sea level, where sub-zero average temperatures prevail all year-round. The site’s geographical and climatic conditions have nurtured a unique biodiversity. More than one third of the plant species, and all the herbivorous mammals are endemic to the plateau. The property secures the complete migratory route of the Tibetan antelope, one of the endangered large mammals that are endemic to the plateau.</p>",,2017,0,92.4391666667,35.3802777778,3735632,Asia and the Pacific,China,chn
2142,1541,Cultural,"Kulangsu, a Historic International Settlement","<p>Kulangsu is a tiny island located on the estuary of the Chiu-lung River, facing the city of Xiamen. With the opening of a commercial port at Xiamen in 1843, and the establishment of the island as an international settlement in 1903, this island off the southern coast of the Chinese empire suddenly became an important window for Sino-foreign exchanges. Kulangsu is an exceptional example of the cultural fusion that emerged from these exchanges, which remain legible in its urban fabric. There is a mixture of different architectural styles including Traditional Southern Fujian Style, Western Classical Revival Style and Veranda Colonial Style. The most exceptional testimony of the fusion of various stylistic influences is a new architectural movement, the Amoy Deco Style, which is a synthesis of the Modernist style of the early 20th century and Art Deco.</p>",,2017,0,118.0619444444,24.4475,316.2,Asia and the Pacific,China,chn
2224,1559,Natural,Fanjingshan,"<p>Located within the Wuling mountain range in Guizhou Province (south-west China), Fanjingshan ranges in altitude between 500 metres and 2,570 metres above sea level, favouring highly diverse types of vegetation and relief. It is an island of metamorphic rock in a sea of karst, home to many plant and animal species that originated in the Tertiary period, between 65 million and 2 million years ago. The property’s isolation has led to a high degree of biodiversity with endemic species, such as the Fanjingshan Fir (<em>Abies fanjingshanensis</em>) and the Guizhou Snub-nosed Monkey (<em>Rhinopithecus brelichi</em>), and endangered species, such as the Chinese Giant Salamander (<em>Andrias davidianus</em>), the Forest Musk Deer (<em>Moschus berezovskii</em>) and Reeve’s Pheasant (<em>Syrmaticus reevesii</em>). Fanjingshan has the largest and most contiguous primeval beech forest in the subtropical region.</p>",,2018,0,108.68,27.8955555556,40275,Asia and the Pacific,China,chn
2375,1561,Cultural,Quanzhou: Emporium of the World in Song-Yuan China,"The serial site of Quanzhou illustrates the city’s vibrancy as a maritime emporium during the Song and Yuan periods (10th - 14th centuries AD) and its interconnection with the Chinese hinterland. Quanzhou thrived during a highly significant period for maritime trade in Asia. The site encompasses religious buildings, including the 11th century AD Qingjing Mosque, one of the earliest Islamic edifices in China, Islamic tombs, and a wide range of archaeological remains: administrative buildings, stone docks that were important for commerce and defence, sites of ceramic and iron production, elements of the city’s transportation network, ancient bridges, pagodas, and inscriptions. Known as Zayton in Arabic and western texts of the 10th to 14th centuries AD.",,2021,0,118.4441666667,24.7102777778,536.08,Asia and the Pacific,China,chn
2277,1592,Cultural,Archaeological Ruins of Liangzhu City,"<p>Located in the Yangtze River Basin on the south-eastern coast of the country, the archaeological ruins of Liangzhu (about 3,300-2,300 BCE) reveal an early regional state with a unified belief system based on rice cultivation in Late Neolithic China. The property is composed of four areas – the Area of Yaoshan Site, the Area of High-dam at the Mouth of the Valley, the Area of Low-dam on the Plain and the Area of City Site. These ruins are an outstanding example of early urban civilization expressed in earthen monuments, urban planning, a water conservation system and a social hierarchy expressed in differentiated burials in cemeteries within the property.</p>",,2019,0,119.9908333333,30.3955555556,1433.66,Asia and the Pacific,China,chn
2304,1606,Natural,Migratory Bird Sanctuaries along the Coast of Yellow Sea-Bohai Gulf of China (Phase I),"<p>The property features an intertidal mudflat system considered to be the largest in the world. These mudflats, as well as marshes and shoals, are exceptionally productive and serve as growth areas for many species of fish and crustaceans. The intertidal areas of the Yellow Sea/Gulf of Bohai are of global importance for the gathering of many migratory bird species that use the East Asian-Australasian flyway. Large gatherings of birds, including some of the world's most endangered species, depend on the coastline as a stopover to moult, rest, winter or nest.</p>",,2019,0,121.0168138889,32.9319444444,188643,Asia and the Pacific,China,chn
319,285,Cultural,"Port, Fortresses and Group of Monuments, Cartagena","<p>Situated in a bay in the Caribbean Sea, Cartagena has the most extensive fortifications in South America. A system of zones divides the city into three neighbourhoods: San Pedro, with the cathedral and many Andalusian-style palaces; San Diego, where merchants and the middle class lived; and Gethsemani, the 'popular quarter'.</p>",,1984,0,-75.53333333,10.41666667,0,Latin America and the Caribbean,Colombia,col
841,711,Natural,Los Katíos National Park,"<p>Extending over 72,000 ha in north-western Colombia, Los Katios National Park comprises low hills, forests and humid plains. An exceptional biological diversity is found in the park, which is home to many threatened animal species, as well as many endemic plants.</p>",,1994,0,-77.146271,7.803975,72000,Latin America and the Caribbean,Colombia,col
876,742,Cultural,Historic Centre of Santa Cruz de Mompox,"<p>Founded in 1540 on the banks of the River Magdalena, Mompox played a key role in the Spanish colonization of northern South America. From the 16th to the 19th century the city developed parallel to the river, with the main street acting as a dyke. The historic centre has preserved the harmony and unity of the urban landscape. Most of the buildings are still used for their original purposes, providing an exceptional picture of what a Spanish colonial city was like.</p>",,1995,0,-74.423084,9.240492,54.05,Latin America and the Caribbean,Colombia,col
877,743,Cultural,National Archeological Park of Tierradentro,"<p>Several monumental statues of human figures can be seen in the park, which also contains many hypogea dating from the 6th to the 10th century. These huge underground tombs (some burial chambers are up to 12 m wide) are decorated with motifs that reproduce the internal decor of homes of the period. They reveal the social complexity and cultural wealth of a pre-Hispanic society in the northern Andes.</p>",,1995,0,-76.03333333,2.583333333,38.84,Latin America and the Caribbean,Colombia,col
878,744,Cultural,San Agustín Archaeological Park,"<p>The largest group of religious monuments and megalithic sculptures in South America stands in a wild, spectacular landscape. Gods and mythical animals are skilfully represented in styles ranging from abstract to realist. These works of art display the creativity and imagination of a northern Andean culture that flourished from the 1st to the 8th century.</p>",,1995,0,-76.23333333,1.916666667,0,Latin America and the Caribbean,Colombia,col
1787,1121,Cultural,Coffee Cultural Landscape of Colombia,"<p>An exceptional example of a sustainable and productive cultural landscape that is unique and representative of a tradition that is a strong symbol for coffee growing areas worldwide - encompasses six farming landscapes, which include 18 urban centres on the foothills of the western and central ranges of the Cordillera de los Andes in the west of the country. It reflects a centennial tradition of coffee growing in small plots in the high forest and the way farmers have adapted cultivation to difficult mountain conditions. The urban areas, mainly situated on the relatively flat tops of hills above sloping coffee fields, are characterized by the architecture of the Antioquian colonization with Spanish influence. Building materials were, and remain in some areas, cob and pleated cane for the walls with clay tiles for the roofs.</p>",,2011,0,-75.773082,4.889476,141120,Latin America and the Caribbean,Colombia,col
2213,1174,Mixed,Chiribiquete National Park – “The Maloca of the Jaguar”,"<p>Chiribiquete National Park, the largest protected area in Colombia, is the confluence point of four biogeographical provinces: Orinoquia, Guyana, Amazonia, and North Andes. As such, the National Park guarantees the connectivity and preservation of the biodiversity of these provinces, constituting itself as an interaction scenario in which flora and fauna diversity and endemism have flourished. One of the defining features of Chiribiquete is the presence of tepuis (table-top mountains), sheer-sided sandstone plateaux that outstand in the forest and result in dramatic scenery that is reinforced by its remoteness, inaccessibility and exceptional conservation. Over 75,000 figures have been made by indigenous people on the walls of the 60 rock shelters from 20,000 BCE, and are still made nowadays by the uncontacted peoples protected by the National Park. These paintings depict hunting scenes, battles, dances and ceremonies, as well as fauna and flora species, with a particular the worship of the jaguar, a symbol of power and fertility. The indigenous communities, which are not directly present on the site, consider Chiribiquete as a sacred place that cannot be visited and that should be preserved unaltered.</p>",,2018,0,-72.7972222222,0.5252777778,2782354,Latin America and the Caribbean,Colombia,col
1393,1216,Natural,Malpelo Fauna and Flora Sanctuary,"<p>Located some 506 km off the coast of Colombia, the site includes Malpelo island (350 ha) and the surrounding marine environment (857,150 ha). This vast marine park, the largest no-fishing zone in the Eastern Tropical Pacific, provides a critical habitat for internationally threatened marine species, and is a major source of nutrients resulting in large aggregations of marine biodiversity. It is in particular a ‘reservoir' for sharks, giant grouper and billfish and is one of the few places in the world where sightings of the short-nosed ragged-toothed shark, a deepwater shark, have been confirmed. Widely recognized as one of the top diving sites in the world, due to the presence of steep walls and caves of outstanding natural beauty, these deep waters support important populations of large predators and pelagic species (e.g. aggregations of over 200 hammerhead sharks and over 1,000 silky sharks, whale sharks and tuna have been recorded) in an undisturbed environment where they maintain natural behavioural patterns.</p>",,2006,0,-81.607572,4.003344,857500,Latin America and the Caribbean,Colombia,col
969,820,Natural,Cocos Island National Park,"<p>Cocos Island National Park, located 550 km off the Pacific coast of Costa Rica, is the only island in the tropical eastern Pacific with a tropical rainforest. Its position as the first point of contact with the northern equatorial counter-current, and the myriad interactions between the island and the surrounding marine ecosystem, make the area an ideal laboratory for the study of biological processes. The underwater world of the national park has become famous due to the attraction it holds for divers, who rate it as one of the best places in the world to view large pelagic species such as sharks, rays, tuna and dolphins.</p>","<p>The Committee inscribed Cocos Island National Park under natural criteria (ix) and (x) because of the critical habitats the site provides for marine wildlife including large pelagic species, especially sharks.</p>",1997,0,-87.06666667,5.533333333,199790,Latin America and the Caribbean,Costa Rica,cri
